student_id,first_name,age,gpa,favorite_pet,voted,birthdate
1631,Duane,22,4,cat,1,1-25-2003
1481,Judith,22,2.6,dog,0,9-2-2003
1911,Lisa,22,2.2,snake,0,3-10-2003
3874,Olivia,22,2.3,cat,1,7-14-2003
3941,Isabella,22,2.3,dog,1,5-9-2003
1369,Stacie,22,,cat,1,5-2-2003
650,Brandi,22,,snake,0,10-9-2003
3676,Ivan,22,2.9,cat,0,5-29-2003
1745,Jade,22,3.6,cat,1,6-22-2003
4965,Isabella,22,2.5,dog,1,5-11-2003
3473,Olivia,22,3.3,cat,1,2-19-2003
920,Sue,22,2.7,dog,1,2-16-2003
3298,Yuki,22,3.5,snake,1,11-6-2003
3465,Olivia,22,2.5,dog,1,6-8-2003
171,Tracey,22,3.1,dog,0,11-29-2003
2373,Felicia,22,3.2,cat,1,5-28-2003
3290,Raj,22,4,dog,1,10-25-2003
4041,Carlos,22,3.7,dog,1,10-19-2003
1002,Lindsey,22,2.4,hamster,1,11-8-2003
3733,Mohammed,22,2.2,snake,0,6-29-2003
4674,Carlos,22,2.5,dog,1,1-9-2003
3093,Trevor,22,2.2,cat,1,9-13-2003
2473,Manuel,22,2.1,cat,0,11-7-2003
4931,Isabella,22,2.6,dog,1,7-9-2003
1266,Madison,22,3.8,dog,1,1-11-2003
1840,Pamela,22,3.3,cgt,1,7-3-2003
4481,Aisha,22,2.3,snake,0,10-25-2003
309,Lonnie,22,3.7,rabbit,1,7-18-2003
1881,Tonya,22,2.3,cat,1,4-1-2003
3360,Wei,22,2.2,cat,0,9-17-2003
4280,Isabella,22,2.8,hamster,0,8-11-2003
1473,Alyssa,22,3.8,dog,0,2-19-2003
5030,Yuki,22,2.8,cat,1,2-11-2003
3116,Isabella,22,3.8,dog,1,9-22-2003
4572,Wei,22,2.3,dog,1,7-29-2003
3447,Olivia,22,2.8,dog,1,10-31-2003
3181,Ava,22,3.2,dog,0,8-2-2003
476,Kenneth,22,,cat,1,9-25-2003
4192,Ava,22,2.5,dog,1,4-19-2003
1160,Amber,22,2.7,hamster,0,10-29-2003
1794,Sergio,22,3.9,dog,0,8-23-2003
1444,Tracey,22,3.2,cat,1,1-14-2003
4504,Ivan,22,2.2,dog,1,11-1-2003
1969,Meagan,22,3.2,cat,0,6-27-2003
5070,Olivia,22,3.5,cat,0,9-24-2003
2786,Wesley,22,2.8,cat,0,11-29-2003
2969,Alicia,22,2.3,snake,1,11-10-2003
3423,Fatima,22,,cat,0,7-28-2003
2645,Arthur,22,2.2,cat,0,12-23-2003
3592,Fatima,22,4,cat,0,4-9-2003
3875,Yuki,22,2.4,cat,1,12-4-2003
1825,Phyllis,22,2.5,cat,1,10-16-2003
4695,Carlos,22,3.9,dog,1,8-4-2003
4786,Aisha,22,3,dog,1,8-10-2003
2669,Charles,22,3.6,dog,0,8-3-2003
2464,Clayton,22,2.7,cat,1,10-4-2003
1299,Heather,22,3.7,cat,1,9-20-2003
315,Brandon,22,3.8,dog,0,3-16-2003
2685,Russell,22,2.6,dog,1,12-15-2003
300,Linda,22,3,cat,1,10-13-2003
4667,Fatima,22,2.9,dog,0,12-12-2003
1203,Kenneth,22,3,cat,0,4-27-2003
1566,Andres,22,3.1,dog,1,10-29-2003
406,Zachary,22,,cat,0,3-1-2003
809,Heidi,22,2.7,cat,0,1-9-2003
2525,Darlene,22,3.3,rabbit,0,9-7-2003
1050,Paul,22,2.4,hamster,0,1-13-2003
4852,Carlos,22,3.7,snake,0,2-16-2003
23,Andres,22,3.1,cat,1,1-24-2003
2313,Levi,22,3.2,cat,0,11-22-2003
743,Dalton,22,,cat,0,2-11-2003
3734,Fatima,22,2.8,dyg,1,4-21-2003
123,Tammy,22,2.3,rabbit,1,1-13-2003
2136,Kristin,22,3.1,snake,0,2-12-2003
1854,Shelley,22,2.6,dog,0,4-16-2003
1217,Christian,22,2.5,cat,0,3-7-2003
2457,Janice,22,2.6,dog,0,8-6-2003
775,Marissa,22,,dog,1,9-21-2003
4175,Yuki,22,3.3,cat,1,2-10-2003
3822,Isabella,22,3.5,parrot,0,10-11-2003
2900,Spencer,22,3.9,cat,0,9-13-2003
2753,Dana,22,3.5,dmg,0,3-24-2003
4986,Raj,22,3.6,dog,0,1-24-2003
786,Roy,22,,dog,1,8-1-2003
4825,Mohammed,22,2.7,cmt,1,10-11-2003
3388,Ava,22,3.3,cat,0,11-20-2003
753,Dana,22,,cat,0,1-29-2003
2864,Becky,22,3.5,cat,1,6-18-2003
4717,Fatima,22,2.2,dvg,0,1-17-2003
4856,Fatima,22,2.8,snake,1,1-28-2003
3589,Carlos,22,3.9,dog,0,10-22-2003
3594,Mohammed,22,3.3,cbt,0,3-10-2003
4887,Olivia,22,2.6,cat,1,9-6-2003
2047,Morgan,22,4,cat,1,3-15-2003
4173,Yuki,22,2.8,parrot,0,3-22-2003
1849,Judith,22,3.5,cat,1,3-4-2003
194,Christoph,22,2.7,dog,1,10-12-2003
588,Sandy,22,,dog,1,5-7-2003
2543,Brandon,22,2.8,parrot,0,12-12-2003
3225,Carlos,22,2.3,rabbit,0,7-2-2003
4382,Isabella,22,3.4,cat,0,3-28-2003
1209,Kristy,22,2.5,dog,0,12-12-2003
738,Wanda,22,,cat,1,5-17-2003
3112,Ivan,22,3,dog,1,12-8-2003
3801,Ivan,22,3,cat,1,8-29-2003
4028,Raj,22,3.4,hamster,0,4-30-2003
2386,Molly,22,3,hamster,0,10-23-2003
2754,Cassidy,22,3.2,goldfish,1,3-24-2003
3041,Devon,22,3.3,rabbit,1,8-21-2003
2237,Jackie,22,2.2,cat,1,2-8-2003
4166,Wei,22,3.2,dog,1,7-4-2003
4794,Carlos,22,2.7,dog,0,6-25-2003
5058,Wei,22,2,dog,1,8-5-2003
38,Lorraine,22,3.7,parrot,1,9-4-2003
1985,Todd,22,3.2,cat,1,3-10-2003
4023,Mohammed,22,3.3,cet,0,10-5-2003
3476,Fatima,22,2.3,cat,1,3-22-2003
1153,Tracy,22,3.9,cat,1,10-23-2003
4350,Ava,22,3.6,dog,1,9-14-2003
2876,Gail,22,3.4,snake,1,12-11-2003
1043,Fred,22,3.5,hamster,1,3-1-2003
3519,Ava,22,2.6,dog,1,9-10-2003
1168,Jesus,22,2.6,cat,0,9-18-2003
2503,Cheyenne,22,3.7,dog,0,3-22-2003
1536,Jessica,22,3.5,parrot,1,8-28-2003
4224,Yuki,22,2.2,cat,1,10-11-2003
3742,Wei,22,2.4,goldfish,0,10-14-2003
1158,Daisy,22,2.7,cat,1,5-9-2003
660,Ricky,22,,dog,1,9-30-2003
4238,Olivia,22,3.2,snake,0,3-9-2003
5060,Mohammed,22,3.9,hamster,1,5-31-2003
1878,Latoya,22,3.5,cat,1,9-11-2003
1205,Becky,22,2.2,cat,1,12-15-2003
3215,Isabella,22,3.4,cat,1,6-3-2003
3962,Raj,22,3.7,hamster,0,12-8-2003
1762,Leonard,22,2.1,hamster,0,11-13-2003
924,Henry,22,2.3,dqg,0,6-26-2003
2657,Jerome,22,3.8,goldfish,1,1-4-2003
4532,Mohammed,22,3.1,dog,0,5-16-2003
947,Lori,22,2.3,dog,1,4-14-2003
2556,Ricardo,22,3.2,cat,1,8-21-2003
2081,Mitchell,22,3.8,dog,0,7-25-2003
3508,Yuki,22,2.6,cat,1,2-11-2003
1130,Alicia,22,3.7,cat,1,7-23-2003
3293,Ivan,22,3.4,dog,1,4-17-2003
5049,Isabella,22,3.9,goldfish,0,11-20-2003
2954,Natasha,22,3.9,parrot,1,6-15-2003
643,Anne,22,,cat,1,9-6-2003
1196,Sherri,22,3.1,cat,1,1-16-2003
3145,Aisha,22,3.7,goldfish,1,11-26-2003
4947,Ivan,22,2.8,cat,1,9-17-2003
3967,Raj,22,3.9,dog,0,7-24-2003
1201,Kim,22,2.8,cat,1,11-6-2003
4831,Isabella,22,2.5,dog,1,5-15-2003
3348,Ava,22,2.7,hamster,0,12-13-2003
349,Alicia,22,,cat,1,7-22-2003
2317,Crystal,22,3.8,parrot,0,7-6-2003
3212,Yuki,22,3.7,cat,1,1-26-2003
3221,Ivan,22,2.1,goldfish,0,8-9-2003
4828,Fatima,22,2.7,cat,0,10-3-2003
2903,Timothy,22,3.2,cat,1,2-18-2003
1693,Rachel,22,2.5,cat,1,7-16-2003
1899,Luis,22,2.4,cat,0,4-10-2003
1238,Adam,22,3.8,dog,0,7-2-2003
511,Isaac,22,,parrot,1,11-27-2003
2788,Devon,22,2.1,cat,1,3-30-2003
2964,Danny,22,2.1,dvg,0,5-13-2003
4518,Aisha,22,4,dog,1,5-5-2003
4876,Yuki,22,3.8,snake,1,8-12-2003
4696,Carlos,22,2.9,ctt,0,10-20-2003
400,Michele,22,,dog,1,10-27-2003
1689,Carrie,22,2.7,hamster,1,1-6-2003
1328,Jillian,22,3.8,cat,1,4-9-2003
2587,Andre,22,3.2,cat,1,8-26-2003
632,Harold,22,,dog,1,2-14-2003
2446,Cristina,22,3.5,dog,1,6-14-2003
908,Randall,22,3.6,dbg,1,6-16-2003
3591,Fatima,22,3,dog,0,12-1-2003
629,Brandy,22,,cat,0,2-28-2003
876,Monica,22,3.3,goldfish,0,5-5-2003
3792,Isabella,22,3.4,goldfish,0,11-26-2003
424,Clayton,22,,cat,0,2-18-2003
28,Charlene,22,2.8,dog,1,1-6-2003
132,Natasha,22,2.3,snake,1,8-7-2003
3435,Wei,22,,dog,0,11-3-2003
1242,Bethany,22,2.5,dog,1,6-8-2003
3001,Barry,22,2.7,dog,1,10-10-2003
2877,Autumn,22,2.4,dog,0,7-29-2003
3099,Lori,22,2.7,cat,0,4-10-2003
780,Emma,22,,dog,0,11-20-2003
1683,Julia,22,3.6,rabbit,1,3-20-2003
1229,Wanda,22,3.8,dog,1,2-11-2003
1813,Keith,22,2.8,cat,1,7-13-2003
1595,Mitchell,22,2.8,cat,1,6-20-2003
3990,Ivan,22,2.5,cat,1,12-7-2003
423,Ana,22,,cat,1,1-6-2003
383,Fred,22,,cat,1,10-4-2003
4775,Olivia,22,3.7,cat,1,7-3-2003
3607,Fatima,22,3.3,goldfish,1,7-24-2003
1402,Shawn,22,2,rabbit,1,8-13-2003
3400,Raj,22,2.4,cat,1,7-2-2003
4286,Carlos,22,3.5,dog,0,1-28-2003
4050,Mohammed,22,3.3,dog,0,8-5-2003
187,Terry,22,2,hamster,0,5-18-2003
4371,Wei,22,2.6,dog,0,9-22-2003
1958,Sabrina,22,3.6,dog,0,5-1-2003
1549,William,22,3.9,dog,1,7-15-2003
4180,Carlos,22,2.2,dog,0,4-19-2003
2308,Jackson,22,3.1,dog,1,11-30-2003
3642,Aisha,22,2.3,cat,1,10-1-2003
2608,Ethan,22,3.8,cat,1,1-16-2003
697,Johnathan,22,,cat,1,1-12-2003
3681,Carlos,22,2.4,parrot,0,12-8-2003
2855,Chad,22,2.8,cat,1,12-2-2003
191,Joel,22,3.1,dog,1,1-15-2003
2676,Christoph,22,3.4,dog,1,9-16-2003
4137,Mohammed,22,3.6,cat,0,10-24-2003
5166,Mohammed,22,3.9,cat,1,6-14-2003
2674,Morgan,22,2.1,rabbit,0,10-3-2003
1684,Barry,22,2.8,cat,1,5-20-2003
3233,Ivan,22,3.8,rabbit,0,6-22-2003
4557,Wei,22,2.6,snake,0,7-1-2003
5001,Carlos,22,3.5,goldfish,1,3-17-2003
3896,Aisha,22,3.4,dog,0,12-5-2003
3050,Alicia,22,2.4,goldfish,0,6-4-2003
3904,Ivan,22,2.3,snake,0,12-15-2003
5004,Yuki,22,3.5,rabbit,1,4-27-2003
5056,Wei,22,3.4,cat,0,1-1-2003
4321,Isabella,22,3.8,dog,1,7-2-2003
796,Bruce,22,,cat,1,6-21-2003
2475,Priscilla,22,2.5,cat,1,9-21-2003
1066,Ryan,22,2.3,dog,0,4-23-2003
3861,Carlos,22,2,ckt,0,4-29-2003
40,Lance,22,4,cat,1,1-15-2003
2736,Angelica,22,2.2,cat,1,7-21-2003
2643,Craig,22,3.6,snake,0,2-24-2003
1589,Chase,22,3.7,dog,1,12-30-2003
254,Paige,22,3.3,cat,1,5-2-2003
2868,Travis,22,3.4,cat,1,6-29-2003
2671,Charlotte,22,2.5,snake,1,7-4-2003
642,Abigail,22,,dog,0,7-14-2003
3722,Aisha,22,3.2,dog,1,1-17-2003
543,Sabrina,22,,cat,0,7-29-2003
3189,Mohammed,22,3.7,dog,1,1-13-2003
654,Bethany,22,,goldfish,0,8-14-2003
5036,Ava,22,2.4,dog,1,9-29-2003
4269,Isabella,22,2.7,cmt,0,11-16-2003
1080,Amanda,22,3.7,cat,1,2-10-2003
3472,Aisha,22,3.7,cat,1,9-22-2003
1511,Anna,22,2.8,cat,1,8-5-2003
2257,Michaela,22,3.9,cat,0,2-25-2003
2012,Shelley,22,3,dog,0,5-10-2003
2723,Ann,22,2.4,cat,1,3-9-2003
4705,Raj,22,3.8,cat,1,7-2-2003
2856,Victoria,22,3.5,cat,0,12-29-2003
3419,Mohammed,22,,parrot,0,2-19-2003
3518,Raj,22,3,cat,1,4-30-2003
4423,Olivia,22,2.2,dog,1,7-5-2003
4490,Aisha,22,3.8,cat,1,12-16-2003
3204,Ava,22,2.6,dog,1,2-15-2003
175,Mariah,22,3.9,rabbit,1,5-22-2003
2038,Edward,22,2.3,dog,0,10-10-2003
4314,Yuki,22,3.1,cat,1,4-6-2003
64,Javier,22,2.8,parrot,1,12-8-2003
1971,Meagan,22,2.2,dog,1,2-15-2003
2906,Kim,22,2.7,dog,1,8-5-2003
3270,Ava,22,3,cat,1,10-5-2003
4838,Ivan,22,3,cat,0,5-15-2003
412,Dustin,22,,dog,0,12-15-2003
3531,Ava,22,2.7,snake,1,12-12-2003
2917,Tony,22,3.7,cat,1,11-21-2003
368,Pamela,22,,cat,0,11-9-2003
4507,Mohammed,22,2.2,cat,1,8-30-2003
4787,Ivan,22,2.8,dog,1,9-23-2003
2110,Carrie,22,3.9,parrot,1,9-16-2003
3983,Ivan,22,2.1,cat,1,3-23-2003
442,Valerie,22,,dog,0,12-4-2003
3359,Olivia,22,2.1,cat,0,3-23-2003
446,Tommy,22,,parrot,0,11-3-2003
3661,Fatima,22,2.5,dog,0,11-28-2003
1898,Michelle,22,2.4,hamster,0,10-1-2003
2009,Lance,22,3.9,cat,1,2-2-2003
2095,Hayley,22,3.2,dog,1,2-28-2003
1609,Judy,22,3.3,cat,1,12-8-2003
4098,Mohammed,22,2.5,rabbit,1,8-19-2003
3371,Olivia,22,3.3,dog,1,12-22-2003
4217,Mohammed,22,2.6,cat,0,7-6-2003
5140,Mohammed,22,3,cpt,0,8-22-2003
2467,Jake,22,3.2,cat,1,6-5-2003
2104,Levi,22,2.5,cat,1,2-16-2003
2814,Heidi,22,2.4,dog,0,1-1-2003
5159,Wei,22,2,cat,1,10-30-2003
3980,Olivia,22,2.9,cat,0,3-20-2003
3106,Carla,22,2.7,hamster,1,7-16-2003
2885,Dorothy,22,3.8,dog,1,1-12-2003
1699,Faith,22,3.2,cnt,1,1-28-2003
1522,Darren,22,3.6,hamster,1,3-27-2003
2220,Deanna,22,3.2,cat,1,3-8-2003
3572,Fatima,22,2.9,dgg,1,7-24-2003
105,Evan,22,3.7,hamster,0,10-27-2003
1088,Roger,22,3.9,cat,0,4-28-2003
687,Alicia,22,,cat,0,2-28-2003
2688,Alison,22,3.9,dog,0,11-15-2003
3034,Wanda,22,2.7,cat,0,2-6-2003
2262,Katie,22,2.7,cwt,0,4-20-2003
624,Juan,22,,cat,1,6-14-2003
2576,Gabriel,22,2.1,hamster,1,5-15-2003
3459,Raj,22,3.2,clt,0,7-12-2003
262,Brooke,22,3.1,cat,0,7-26-2003
4651,Isabella,22,3.5,dog,1,9-26-2003
4249,Isabella,22,2.1,cat,0,6-15-2003
4754,Raj,22,3.6,cat,1,9-12-2003
3470,Olivia,22,3.1,cat,1,8-22-2003
448,Kevin,22,,rabbit,0,9-10-2003
1551,Jackson,22,2.5,cat,1,12-11-2003
2152,Regina,22,2.6,cat,1,11-17-2003
213,Kim,22,2.5,cat,1,11-20-2003
4467,Isabella,22,3.1,snake,0,9-10-2003
952,Albert,22,2.3,rabbit,1,5-6-2003
1183,Devon,22,3.8,djg,1,5-4-2003
4316,Isabella,22,2.9,cat,0,4-5-2003
2461,Ivan,22,2.5,goldfish,1,11-30-2003
1619,Julie,22,3.5,dog,0,3-30-2003
1310,Caleb,22,2.7,cat,1,9-5-2003
2603,Darryl,22,2.5,rabbit,0,9-8-2003
3368,Wei,22,2.1,goldfish,0,5-16-2003
2293,Mario,22,2.7,snake,0,7-8-2003
2076,Melanie,22,3.7,dog,1,1-29-2003
4561,Ivan,22,4,rabbit,1,5-26-2003
1167,Brandi,22,3.1,rabbit,1,5-21-2003
4285,Wei,22,2.1,cat,1,10-22-2003
1008,Nathan,22,2.9,snake,0,7-25-2003
1175,Amber,22,3.9,parrot,1,11-15-2003
4139,Mohammed,22,2.7,dog,0,9-7-2003
996,Kristophe,22,3.4,djg,0,11-1-2003
2226,Chris,22,3.7,dog,1,7-17-2003
5061,Wei,22,3.9,dog,0,3-29-2003
3369,Ivan,22,2.5,hamster,0,1-25-2003
726,Alison,22,,cat,1,12-20-2003
4026,Raj,22,3.3,parrot,0,8-3-2003
621,Deanna,22,,cat,1,11-10-2003
1161,Alejandra,22,2.9,cat,0,11-29-2003
557,Traci,22,,dog,1,1-13-2003
2568,Vicki,22,2.4,dog,0,8-22-2003
62,Darryl,22,3.2,goldfish,0,2-9-2003
1584,Caitlyn,22,2.7,dog,1,11-17-2003
3160,Wei,22,3.9,rabbit,1,7-24-2003
1515,Virginia,22,3,dog,0,4-19-2003
1879,Shane,22,3.1,dog,0,10-5-2003
1940,Russell,22,3.8,dog,1,10-4-2003
4447,Wei,22,2.2,hamster,0,7-7-2003
1105,Kathryn,22,3.1,parrot,1,10-1-2003
1717,Lisa,22,3,goldfish,1,3-2-2003
2053,Adam,22,3.9,crt,1,10-13-2003
1482,Tara,22,3.1,hamster,1,11-17-2003
2379,Jamie,22,2.1,hamster,0,3-11-2003
2537,Kelli,22,3,cat,1,9-9-2003
5097,Yuki,22,2.7,parrot,1,2-6-2003
2869,Lawrence,22,3.5,dog,0,3-7-2003
4459,Wei,22,2.4,goldfish,1,2-23-2003
4903,Fatima,22,3.5,cpt,0,12-31-2003
4559,Wei,22,2.5,cat,1,5-6-2003
4202,Olivia,22,3.6,cat,0,8-18-2003
3235,Ava,22,2.4,cvt,0,11-8-2003
3490,Ivan,22,2.4,cbt,1,7-31-2003
124,Destiny,22,2.2,cat,1,6-6-2003
2183,Eddie,22,2.9,dog,0,8-17-2003
2703,Kent,22,3.8,cqt,0,1-24-2003
5012,Ava,22,3.8,dog,1,12-10-2003
2290,James,22,2.8,cat,1,8-12-2003
1089,Leslie,22,2.1,cat,0,5-12-2003
1795,Tracey,22,3.8,dog,1,1-6-2003
737,Ricardo,22,,dog,0,2-8-2003
897,Dana,22,3.2,dog,0,4-13-2003
39,Suzanne,22,3.8,dog,0,1-20-2003
1281,Alejandra,22,3.1,cat,1,10-8-2003
676,Shelia,22,,cat,1,6-1-2003
3030,Frank,22,3.8,snake,1,12-25-2003
2922,Mindy,22,3.4,cat,0,8-11-2003
2169,Pamela,22,3.1,cat,1,2-18-2003
1579,Rhonda,22,3.9,cat,1,9-5-2003
1296,Norman,22,2.8,goldfish,1,6-19-2003
4198,Fatima,22,3.4,parrot,0,11-9-2003
3819,Aisha,22,2.9,rabbit,0,5-22-2003
4243,Ivan,22,2.2,cat,1,7-12-2003
1437,Bruce,22,2.2,dog,0,8-28-2003
4313,Ivan,22,3.4,cat,0,6-19-2003
2495,Savannah,22,2.8,cat,1,3-24-2003
4988,Carlos,22,2.3,cat,0,11-8-2003
2626,Ashley,22,4,dog,1,9-15-2003
3201,Carlos,22,2.4,hamster,0,4-1-2003
3723,Carlos,22,4,dog,1,4-5-2003
2307,Ashley,22,2.8,cat,1,11-1-2003
2630,Danny,22,2,cat,1,8-1-2003
5083,Olivia,22,3.1,rabbit,1,5-18-2003
2668,Clayton,22,3.2,dog,0,11-21-2003
215,Juan,22,3.5,goldfish,0,9-24-2003
1897,Samuel,22,3.8,cat,1,12-25-2003
3226,Wei,22,2.6,cat,1,8-16-2003
2031,Taylor,22,3.8,hamster,0,4-9-2003
4703,Yuki,22,2.1,cat,1,3-1-2003
3131,Isabella,22,2.2,rabbit,0,11-12-2003
2215,Cassidy,22,2,rabbit,1,2-7-2003
1451,Manuel,22,2.1,hamster,0,12-7-2003
1833,Destiny,22,3.9,cnt,0,7-14-2003
902,Danielle,22,3.2,dog,0,3-4-2003
3573,Mohammed,22,2.2,hamster,0,3-5-2003
2003,Tyrone,22,3.9,cat,1,8-9-2003
2823,Daniel,22,2.3,cat,0,4-16-2003
1429,Lorraine,22,3.1,dog,1,1-1-2003
2698,Jeanette,22,3.2,dog,0,3-16-2003
4515,Fatima,22,2.1,dog,1,4-9-2003
2135,Clayton,22,2.8,dog,1,11-2-2003
2163,Sandy,22,3.7,dog,1,2-27-2003
1013,April,22,2.1,goldfish,0,1-6-2003
652,Erik,22,,parrot,0,1-17-2003
2510,Carolyn,22,3.3,dog,0,2-13-2003
390,Sherri,22,,hamster,1,11-29-2003
18,Levi,22,3.7,dog,0,4-28-2003
78,Summer,22,3.8,hamster,0,6-10-2003
1581,Kyle,22,2.4,djg,0,12-28-2003
4750,Carlos,22,2.8,cat,1,10-19-2003
2665,Sara,22,2.4,cat,0,1-14-2003
3033,Neil,22,2.5,cat,1,8-19-2003
1763,Debbie,22,2.6,dog,0,12-3-2003
3628,Olivia,22,3.9,cat,1,11-10-2003
2105,Alicia,22,3.5,cat,1,2-26-2003
5149,Fatima,22,3.3,cat,1,7-15-2003
1658,Kristy,22,2.6,dog,1,3-29-2003
3780,Raj,22,2,cat,1,8-28-2003
1484,Kelly,22,2.6,goldfish,0,9-23-2003
4440,Yuki,22,3.3,cat,1,6-8-2003
2217,Angela,22,2.2,hamster,1,12-5-2003
854,Gabriel,22,3.4,goldfish,1,9-2-2003
340,Tracy,22,,cat,1,8-18-2003
2244,Briana,22,2.9,cat,1,5-10-2003
3797,Wei,22,2.9,dog,0,10-9-2003
2064,Tanya,22,3.9,cat,1,3-22-2003
4813,Raj,22,3.6,cat,1,5-29-2003
4748,Fatima,22,2.1,dog,0,6-10-2003
3770,Mohammed,22,3.3,goldfish,0,7-11-2003
2745,Gloria,22,2.7,cat,1,9-28-2003
1099,Laurie,22,2.5,dog,1,10-7-2003
44,Dana,22,3.1,cat,1,4-25-2003
4645,Aisha,22,2.8,dog,0,3-26-2003
3746,Mohammed,22,3.6,cat,1,8-27-2003
3786,Fatima,22,2,dog,1,7-29-2003
150,Aimee,22,3.8,dog,0,5-30-2003
1288,Ann,22,2,cat,0,6-4-2003
3354,Aisha,22,3.4,rabbit,1,4-10-2003
2245,Jose,22,2.6,hamster,0,7-31-2003
3182,Aisha,22,4,cat,1,8-28-2003
761,Alex,22,,cct,1,8-27-2003
5068,Mohammed,22,2.3,cat,1,8-24-2003
3814,Yuki,22,3.1,hamster,0,12-22-2003
746,Rick,22,,rabbit,1,8-30-2003
2004,James,22,2.2,goldfish,1,7-23-2003
2000,Cassandra,22,2.2,dog,0,3-5-2003
1465,Sandra,22,2.1,cat,1,9-5-2003
2384,Kyle,22,3.4,dog,0,8-16-2003
4193,Ivan,22,3.4,dog,1,11-11-2003
2760,Alexander,22,2.6,dlg,1,6-14-2003
3249,Ava,22,2.9,dog,1,1-9-2003
